genres,reassigned
1,0
1,0
1,0
32,26
32,26
32,26
32,26
32,26
32,26
32,26
32,26
32,26
32,26
58,39
58,39
32,26
58,39
58,39
58,39
58,39
58,39
58,39
58,39
58,39
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
1,0
1,0
1,0
33,27
33,27
33,27
33,27
33,27
33,27
33,27
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
32,26
32,26
32,26
32,26
32,26
32,26
32,26
32,26
30,24
30,24
30,24
30,24
30,24
30,24
30,24
30,24
30,24
30,24
30,24
30,24
30,24
30,24
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
30,24
30,24
30,24
30,24
30,24
30,24
30,24
30,24
30,24
30,24
30,24
30,24
30,24
32,26
15,14
15,14
15,14
15,14
15,14
15,14
15,14
25,21
10,9
10,9
10,9
10,9
10,9
10,9
10,9
10,9
10,9
10,9
10,9
10,9
10,9
10,9
10,9
10,9
10,9
30,24
30,24
30,24
30,24
30,24
30,24
30,24
30,24
15,14
15,14
15,14
15,14
15,14
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
12,11
10,9
10,9
10,9
12,11
12,11
12,11
12,11
17,15
17,15
17,15
17,15
17,15
17,15
17,15
17,15
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
58,39
15,14
15,14
15,14
70,44
70,44
12,11
12,11
71,45
38,30
38,30
38,30
38,30
38,30
38,30
38,30
38,30
38,30
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
17,15
17,15
17,15
17,15
17,15
17,15
12,11
12,11
12,11
12,11
25,21
25,21
25,21
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
76,47
76,47
76,47
76,47
76,47
12,11
12,11
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
17,15
17,15
17,15
17,15
12,11
12,11
12,11
12,11
12,11
17,15
32,26
32,26
32,26
17,15
17,15
17,15
17,15
17,15
17,15
17,15
17,15
17,15
17,15
17,15
17,15
17,15
17,15
17,15
17,15
1,0
98,59
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
12,11
12,11
12,11
12,11
12,11
58,39
58,39
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
37,29
37,29
37,29
37,29
37,29
30,24
30,24
30,24
30,24
30,24
30,24
30,24
15,14
15,14
15,14
15,14
1,0
1,0
1,0
1,0
53,38
53,38
53,38
53,38
53,38
53,38
53,38
53,38
53,38
53,38
53,38
53,38
53,38
74,46
30,24
30,24
30,24
30,24
30,24
30,24
30,24
30,24
30,24
30,24
30,24
30,24
12,11
32,26
32,26
66,43
66,43
66,43
1,0
1,0
1,0
1,0
25,21
25,21
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
38,30
17,15
1,0
76,47
22,20
22,20
22,20
22,20
22,20
22,20
22,20
22,20
22,20
22,20
22,20
22,20
22,20
22,20
22,20
22,20
22,20
22,20
1,0
15,14
25,21
12,11
12,11
12,11
12,11
1,0
15,14
17,15
17,15
17,15
17,15
17,15
15,14
85,51
17,15
17,15
17,15
17,15
17,15
166,73
10,9
17,15
21,19
21,19
21,19
21,19
21,19
21,19
21,19
21,19
21,19
15,14
15,14
15,14
15,14
15,14
15,14
85,51
85,51
85,51
85,51
85,51
85,51
10,9
10,9
10,9
10,9
10,9
10,9
17,15
17,15
17,15
15,14
22,20
15,14
22,20
22,20
15,14
22,20
22,20
22,20
22,20
22,20
22,20
15,14
22,20
15,14
66,43
66,43
66,43
66,43
66,43
66,43
66,43
66,43
66,43
3,2
3,2
3,2
3,2
3,2
3,2
3,2
3,2
3,2
3,2
3,2
3,2
3,2
3,2
3,2
188,89
188,89
188,89
188,89
188,89
15,14
15,14
15,14
15,14
15,14
15,14
15,14
63,40
63,40
63,40
63,40
63,40
63,40
63,40
63,40
17,15
17,15
17,15
17,15
17,15
17,15
17,15
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
76,47
76,47
76,47
76,47
76,47
76,47
76,47
76,47
76,47
12,11
12,11
12,11
12,11
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
85,51
85,51
85,51
85,51
85,51
85,51
85,51
2,1
2,1
2,1
2,1
2,1
166,73
89,54
89,54
89,54
12,11
12,11
12,11
17,15
66,43
66,43
66,43
66,43
66,43
66,43
66,43
66,43
42,32
25,21
17,15
17,15
17,15
17,15
17,15
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
85,51
85,51
85,51
85,51
85,51
85,51
85,51
85,51
85,51
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
17,15
17,15
3,2
3,2
3,2
31,25
15,14
15,14
1,0
1,0
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
17,15
17,15
17,15
17,15
17,15
17,15
17,15
17,15
17,15
17,15
17,15
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
17,15
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
3,2
17,15
17,15
17,15
17,15
17,15
17,15
17,15
66,43
17,15
17,15
17,15
17,15
17,15
17,15
118,68
118,68
118,68
118,68
118,68
17,15
17,15
17,15
17,15
17,15
17,15
17,15
17,15
17,15
17,15
17,15
17,15
17,15
17,15
17,15
17,15
17,15
17,15
17,15
15,14
85,51
85,51
85,51
85,51
85,51
85,51
85,51
85,51
111,66
111,66
111,66
111,66
111,66
111,66
111,66
111,66
111,66
111,66
111,66
111,66
85,51
85,51
85,51
85,51
85,51
85,51
85,51
85,51
85,51
85,51
85,51
85,51
85,51
85,51
85,51
85,51
85,51
85,51
12,11
12,11
12,11
12,11
12,11
12,11
32,26
32,26
32,26
32,26
1,0
1,0
1,0
17,15
17,15
17,15
17,15
17,15
4,3
109,65
109,65
109,65
109,65
109,65
109,65
109,65
109,65
109,65
109,65
109,65
109,65
109,65
109,65
109,65
109,65
109,65
109,65
103,63
89,54
89,54
89,54
89,54
89,54
89,54
89,54
89,54
1,0
1,0
1,0
97,58
33,27
33,27
33,27
33,27
46,35
46,35
46,35
46,35
46,35
46,35
46,35
46,35
46,35
46,35
46,35
46,35
12,11
58,39
58,39
58,39
58,39
58,39
58,39
58,39
58,39
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
4,3
4,3
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
1,0
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
1,0
1,0
1,0
1,0
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
1,0
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
66,43
66,43
66,43
66,43
66,43
66,43
66,43
66,43
66,43
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
89,54
89,54
89,54
89,54
89,54
89,54
89,54
89,54
89,54
47,36
47,36
47,36
166,73
12,11
17,15
17,15
17,15
17,15
17,15
17,15
17,15
17,15
17,15
17,15
17,15
166,73
47,36
47,36
12,11
12,11
12,11
12,11
12,11
12,11
58,39
58,39
58,39
58,39
77,48
77,48
77,48
77,48
77,48
47,36
22,20
12,11
2,1
12,11
15,14
15,14
15,14
15,14
12,11
3,2
3,2
3,2
3,2
3,2
12,11
12,11
12,11
12,11
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
21,19
21,19
21,19
21,19
21,19
21,19
21,19
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
58,39
58,39
58,39
15,14
137,71
137,71
137,71
137,71
137,71
137,71
137,71
137,71
137,71
137,71
137,71
137,71
137,71
137,71
1,0
1,0
1,0
1,0
1,0
1,0
12,11
66,43
66,43
66,43
12,11
66,43
12,11
12,11
66,43
12,11
66,43
66,43
66,43
66,43
66,43
66,43
66,43
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
102,62
102,62
102,62
102,62
5,4
5,4
17,15
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
12,11
17,15
17,15
17,15
17,15
17,15
17,15
17,15
17,15
17,15
17,15
17,15
17,15
17,15
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
66,43
66,43
66,43
66,43
66,43
66,43
76,47
12,11
12,11
12,11
12,11
12,11
12,11
12,11
4,3
4,3
4,3
4,3
15,14
17,15
17,15
17,15
17,15
17,15
66,43
66,43
66,43
66,43
66,43
66,43
17,15
17,15
17,15
17,15
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
17,15
17,15
17,15
10,9
10,9
10,9
10,9
10,9
10,9
10,9
10,9
10,9
10,9
10,9
10,9
10,9
10,9
10,9
10,9
10,9
10,9
10,9
10,9
10,9
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
21,19
21,19
21,19
21,19
21,19
21,19
21,19
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
42,32
42,32
42,32
42,32
185,86
185,86
185,86
185,86
185,86
185,86
185,86
185,86
185,86
185,86
185,86
185,86
17,15
17,15
17,15
17,15
17,15
17,15
17,15
58,39
185,86
27,23
27,23
27,23
27,23
27,23
27,23
224,92
224,92
224,92
224,92
224,92
27,23
27,23
27,23
27,23
27,23
27,23
27,23
27,23
27,23
27,23
27,23
27,23
27,23
94,57
103,63
103,63
103,63
97,58
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
71,45
71,45
71,45
33,27
33,27
33,27
33,27
33,27
21,19
21,19
21,19
21,19
21,19
21,19
17,15
17,15
17,15
17,15
17,15
17,15
17,15
12,11
12,11
12,11
12,11
20,18
66,43
66,43
66,43
66,43
66,43
66,43
66,43
66,43
66,43
66,43
66,43
20,18
20,18
20,18
20,18
20,18
20,18
20,18
66,43
66,43
66,43
66,43
66,43
66,43
66,43
66,43
21,19
21,19
21,19
21,19
21,19
21,19
21,19
21,19
21,19
45,34
45,34
45,34
45,34
45,34
45,34
45,34
38,30
97,58
97,58
97,58
97,58
97,58
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
1,0
58,39
58,39
58,39
58,39
58,39
42,32
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
17,15
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
101,61
101,61
101,61
17,15
17,15
17,15
17,15
17,15
17,15
17,15
17,15
17,15
12,11
76,47
76,47
76,47
76,47
76,47
76,47
76,47
15,14
15,14
15,14
15,14
15,14
2,1
2,1
58,39
58,39
58,39
58,39
58,39
58,39
58,39
58,39
66,43
66,43
66,43
66,43
66,43
66,43
58,39
58,39
58,39
17,15
17,15
17,15
33,27
33,27
33,27
33,27
4,3
4,3
4,3
4,3
4,3
4,3
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
17,15
17,15
17,15
17,15
66,43
12,11
49,37
49,37
49,37
66,43
66,43
66,43
66,43
64,41
64,41
64,41
64,41
64,41
64,41
64,41
64,41
64,41
64,41
12,11
12,11
12,11
12,11
12,11
12,11
38,30
38,30
38,30
38,30
38,30
38,30
38,30
38,30
38,30
38,30
38,30
38,30
38,30
38,30
38,30
38,30
38,30
38,30
38,30
38,30
38,30
38,30
38,30
38,30
38,30
38,30
38,30
38,30
38,30
38,30
38,30
38,30
38,30
38,30
38,30
38,30
38,30
38,30
38,30
38,30
38,30
38,30
38,30
38,30
38,30
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
21,19
21,19
21,19
21,19
21,19
21,19
21,19
21,19
21,19
21,19
21,19
89,54
89,54
89,54
89,54
89,54
89,54
89,54
89,54
89,54
89,54
89,54
10,9
10,9
10,9
10,9
38,30
15,14
15,14
15,14
15,14
15,14
15,14
125,69
125,69
125,69
125,69
125,69
125,69
125,69
125,69
125,69
125,69
125,69
125,69
125,69
125,69
125,69
125,69
38,30
38,30
38,30
38,30
38,30
15,14
15,14
15,14
15,14
15,14
15,14
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
12,11
12,11
12,11
12,11
70,44
85,51
85,51
85,51
85,51
53,38
53,38
53,38
53,38
53,38
53,38
53,38
53,38
53,38
15,14
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
12,11
17,15
17,15
17,15
17,15
17,15
17,15
58,39
58,39
22,20
22,20
22,20
22,20
22,20
22,20
22,20
22,20
22,20
22,20
22,20
22,20
22,20
22,20
22,20
22,20
22,20
22,20
22,20
22,20
22,20
22,20
22,20
22,20
22,20
22,20
22,20
22,20
22,20
22,20
22,20
22,20
22,20
22,20
22,20
22,20
22,20
22,20
22,20
22,20
22,20
22,20
22,20
22,20
22,20
22,20
22,20
22,20
22,20
22,20
22,20
22,20
22,20
22,20
22,20
22,20
12,11
12,11
12,11
12,11
12,11
12,11
66,43
66,43
66,43
66,43
66,43
66,43
66,43
66,43
66,43
66,43
12,11
12,11
12,11
12,11
12,11
12,11
12,11
17,15
58,39
94,57
94,57
94,57
94,57
94,57
94,57
38,30
38,30
38,30
38,30
38,30
38,30
38,30
38,30
38,30
38,30
38,30
38,30
38,30
38,30
38,30
38,30
12,11
12,11
12,11
12,11
27,23
27,23
27,23
27,23
4,3
4,3
4,3
4,3
4,3
12,11
12,11
12,11
12,11
12,11
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
42,32
1,0
1,0
58,39
58,39
58,39
58,39
58,39
58,39
58,39
15,14
58,39
58,39
58,39
58,39
58,39
58,39
76,47
21,19
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
25,21
15,14
180,81
15,14
32,26
113,67
15,14
42,32
17,15
64,41
64,41
64,41
2,1
45,34
45,34
45,34
45,34
45,34
12,11
12,11
12,11
85,51
85,51
85,51
85,51
85,51
85,51
85,51
85,51
85,51
85,51
85,51
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
12,11
66,43
12,11
12,11
66,43
66,43
66,43
66,43
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
906,139
906,139
906,139
906,139
906,139
906,139
906,139
32,26
32,26
21,19
14,13
32,26
32,26
21,19
15,14
14,13
15,14
32,26
66,43
21,19
21,19
21,19
21,19
21,19
21,19
21,19
12,11
12,11
12,11
21,19
38,30
17,15
17,15
38,30
74,46
64,41
64,41
64,41
64,41
64,41
64,41
64,41
64,41
64,41
64,41
5,4
5,4
5,4
5,4
5,4
5,4
5,4
5,4
5,4
5,4
5,4
5,4
5,4
5,4
5,4
5,4
5,4
5,4
5,4
5,4
5,4
15,14
15,14
15,14
15,14
15,14
15,14
15,14
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
15,14
12,11
53,38
53,38
53,38
53,38
66,43
79,49
15,14
100,60
12,11
12,11
