track_id,genres
1058,4
1059,4
1060,4
1061,4
1062,4
1063,4
1064,4
1066,22
1067,22
1068,22
1069,22
1070,22
1071,22
1072,22
1073,22
1074,22
1075,22
1077,12
1078,12
1079,12
1080,12
1081,12
1082,2
1083,1
1084,15
1085,15
1086,15
1087,12
1088,15
1089,15
1090,15
1091,15
1092,30
1093,30
1094,30
1095,30
1096,30
1097,30
1098,30
1099,30
1100,30
1101,30
1102,12
1105,12
1106,12
1107,12
1108,12
1110,47
1111,47
1113,47
1116,12
1117,12
1118,12
1119,12
1120,15
1121,15
1122,15
1123,12
1124,12
1125,12
1126,12
1127,12
1128,12
1129,12
1130,12
1131,12
1133,12
1135,12
1136,12
1138,12
1140,12
1141,12
1142,12
1143,12
1144,12
1145,12
1146,12
1147,12
1148,12
1149,12
1150,12
1151,37
1152,37
1153,37
1154,37
1155,37
1156,12
1157,12
1158,12
1159,12
1160,12
1161,12
1162,12
1163,12
1164,12
1165,12
1166,12
1167,12
1168,12
1169,12
1170,12
1171,12
1172,12
1173,12
1174,12
1175,12
1176,12
1177,12
1178,12
1179,12
1180,12
1181,12
1182,12
1183,12
1184,12
1185,12
1186,12
1187,12
1188,12
1189,12
1190,12
1191,12
1192,12
1193,17
1194,17
1195,17
1196,17
1197,17
1198,17
1199,17
1201,12
1202,12
1203,12
1204,12
1205,30
1206,30
1207,30
1208,30
1209,30
1210,30
1211,30
1212,30
1214,15
1218,15
1221,15
1224,15
1240,12
1241,32
1242,32
1243,32
1244,32
1245,32
1246,32
1247,32
1248,32
1249,32
1250,32
1251,32
1252,32
1253,32
1254,32
1255,32
1256,32
1257,32
1258,32
1259,32
1260,32
1261,32
1262,32
1263,32
1264,32
1265,32
1266,32
1267,32
1268,32
1269,32
1270,25
1271,25
1272,25
1273,25
1274,25
1275,25
1276,22
1277,22
1278,22
1279,12
1280,12
1281,12
1282,12
1283,12
1284,12
1285,12
1286,12
1287,12
1288,12
1289,12
1290,12
1291,12
1292,12
1293,12
1294,12
1295,12
1296,12
1297,12
1298,12
1299,12
1300,12
1301,12
1302,15
1303,103
1304,15
1305,15
1306,15
1307,15
1308,103
1309,15
1310,15
1311,103
1312,15
1313,103
1314,15
1315,15
1316,15
1317,103
1318,15
1319,15
1320,15
1321,15
1322,103
1323,15
1324,15
1325,15
1326,103
1327,15
1328,15
1329,103
1330,15
1331,15
1332,15
1333,15
1334,15
1335,15
1336,15
1337,15
1338,15
1339,15
1340,15
1341,103
1342,103
1343,30
1344,30
1345,30
1346,30
1347,32
1348,32
1354,12
1355,1
1356,12
1357,12
1358,12
1359,12
1360,12
1361,12
1362,12
1363,12
1364,12
1365,12
1366,12
1367,12
1368,12
1369,12
1370,12
1371,12
1372,12
1373,12
1374,12
1375,12
1376,12
1377,12
1378,12
1380,12
1381,64
1382,64
1383,64
1412,12
1413,12
1414,12
1415,12
1416,12
1417,12
1418,12
1419,12
1420,12
1421,12
1422,12
1423,12
1424,12
1425,12
1426,12
1427,12
1428,15
1430,15
1431,15
1432,15
1433,15
1434,15
1435,15
1436,15
1437,15
1438,15
1439,15
1441,15
1442,15
1443,47
1444,47
1450,12
1451,12
1474,66
1475,66
1476,15
1477,15
1478,15
1479,15
1480,15
1481,15
1482,15
1483,15
1484,15
1485,15
1486,15
1487,15
1488,15
1489,15
1494,1
1495,1
1496,1
1497,1
1498,1
1499,1
1500,1
1501,1
1502,1
1503,1
1504,1
1505,32
1506,32
1507,32
1508,32
1509,32
1510,32
1511,32
1512,32
1513,32
1514,32
1515,58
1516,58
1517,32
1518,58
1519,58
1520,58
1521,58
1522,58
1523,58
1524,58
1525,58
1526,12
1527,12
1528,12
1529,12
1530,12
1531,12
1532,12
1533,12
1534,12
1535,12
1536,12
1537,1
1538,1
1539,1
1540,33
1541,33
1542,33
1543,33
1544,33
1545,33
1546,33
1547,42
1548,42
1549,42
1550,42
1551,42
1552,42
1553,42
1554,42
1555,42
1556,42
1557,1
1558,1
1559,1
1560,1
1561,1
1562,1
1563,1
1564,1
1565,32
1566,32
1567,32
1568,32
1569,32
1570,32
1572,32
1573,32
1576,30
1577,30
1578,30
1579,30
1580,30
1581,30
1582,30
1583,30
1584,30
1585,30
1586,30
1587,30
1588,30
1589,30
1590,12
1591,12
1592,12
1593,12
1594,12
1595,12
1596,12
1597,12
1598,12
1599,12
1600,12
1601,12
1602,12
1603,12
1604,12
1605,12
1606,12
1607,12
1608,12
1609,12
1610,12
1611,12
1612,12
1613,12
1614,12
1615,12
1616,12
1617,12
1618,12
1619,12
1620,30
1621,30
1622,30
1623,30
1624,30
1625,30
1626,30
1627,30
1628,30
1629,30
1630,30
1631,30
1632,30
1633,32
1634,15
1635,15
1636,15
1637,15
1638,15
1639,15
1640,15
1641,25
1642,10
1643,10
1644,10
1645,10
1648,10
1649,10
1652,10
1657,10
1658,10
1659,10
1660,10
1661,10
1662,10
1663,10
1664,10
1665,10
1666,10
1667,30
1668,30
1669,30
1670,30
1671,30
1672,30
1673,30
1674,30
1675,15
1676,15
1677,15
1678,15
1679,15
1680,2
1681,2
1682,2
1683,2
1684,2
1685,2
1686,2
1687,2
1688,2
1689,2
1690,12
1691,10
1692,10
1693,10
1694,12
1695,12
1696,12
1697,12
1698,17
1699,17
1700,17
1701,17
1702,17
1703,17
1704,17
1705,17
1706,12
1707,12
1708,12
1709,12
1710,12
1711,12
1712,12
1713,12
1714,12
1715,12
1716,12
1717,12
1718,12
1719,12
1720,58
1721,15
1722,15
1723,15
1725,70
1726,70
1727,12
1728,12
1730,71
1731,38
1732,38
1733,38
1734,38
1735,38
1736,38
1737,38
1738,38
1739,38
1740,12
1741,12
1742,12
1743,12
1744,12
1745,12
1746,12
1747,12
1748,12
1749,12
1750,12
1751,12
1752,12
1753,12
1754,12
1755,12
1756,12
1757,12
1759,17
1761,17
1763,17
1765,17
1767,17
1768,17
1770,12
1771,12
1772,12
1773,12
1780,25
1781,25
1782,25
1783,12
1784,12
1785,12
1786,12
1787,12
1788,12
1789,12
1790,12
1791,12
1792,12
1793,12
1794,12
1795,12
1796,12
1797,12
1798,12
1799,12
1800,12
1801,12
1802,12
1803,12
1804,12
1805,12
1806,12
1807,12
1808,12
1809,12
1810,12
1811,12
1812,12
1813,12
1814,12
1815,12
1816,12
1817,12
1818,12
1819,12
1820,12
1821,12
1822,12
1823,12
1824,12
1825,12
1826,12
1827,12
1828,12
1829,12
1830,12
1831,12
1832,12
1833,12
1834,12
1835,12
1836,12
1837,12
1840,76
1841,76
1842,76
1843,76
1844,76
1860,12
1861,12
1863,15
1864,15
1866,15
1868,15
1870,15
1872,15
1874,15
1875,15
1876,15
1877,15
1878,15
1879,15
1880,15
1881,15
1882,12
1883,12
1884,12
1885,12
1886,12
1887,12
1888,12
1889,12
1890,12
1891,12
1893,17
1894,17
1895,17
1896,17
1898,12
1899,12
1900,12
1901,12
1902,12
1909,17
1910,32
1911,32
1912,32
1913,17
1914,17
1915,17
1916,17
1917,17
1918,17
1919,17
1920,17
1921,17
1922,17
1923,17
1924,17
1925,17
1926,17
1927,17
1928,17
1929,1
1930,98
1931,1
1932,1
1933,1
1934,1
1935,1
1936,1
1937,1
1938,1
1939,1
1940,12
1941,12
1942,12
1943,12
1944,12
1945,58
1946,58
1947,12
1948,12
1949,12
1950,12
1951,12
1952,12
1953,12
1954,12
1955,12
1956,12
1957,12
1958,12
1959,12
1960,12
1961,12
1962,12
1963,37
1964,37
1965,37
1966,37
1967,37
1968,30
1969,30
1970,30
1971,30
1972,30
1973,30
1974,30
1975,15
1976,15
1977,15
1978,15
1979,1
1980,1
1981,1
1982,1
1983,53
1984,53
1985,53
1986,53
1987,53
1988,53
1989,53
1990,53
1991,53
1992,53
1993,53
1994,53
1995,53
1996,74
1997,30
1998,30
1999,30
2000,30
2001,30
2002,30
2003,30
2004,30
2005,30
2006,30
2007,30
2008,30
2009,12
2011,32
2012,32
2014,66
2016,66
2017,66
2018,1
2019,1
2020,1
2021,1
2069,25
2070,25
2071,15
2072,15
2073,15
2074,15
2075,15
2076,15
2077,15
2078,15
2079,15
2080,15
2081,15
2082,15
2096,38
2097,17
2098,1
2099,76
2100,22
2101,22
2102,22
2103,22
2104,22
2105,22
2106,22
2107,22
2108,22
2109,22
2110,22
2111,22
2112,22
2113,22
2114,22
2115,22
2116,22
2117,22
2119,1
2120,15
2125,25
2126,12
2127,12
2128,12
2129,12
3154,1
3225,15
3263,17
3264,17
3265,17
3266,17
3267,17
3268,15
3269,85
3270,17
3271,17
3272,17
3273,17
3274,17
3291,166
3314,10
3315,17
3316,21
3317,21
3318,21
3319,21
3320,21
3321,21
3322,21
3323,21
3324,21
3345,15
3346,15
3347,15
3348,15
3349,15
3350,15
3351,85
3352,85
3353,85
3354,85
3355,85
3356,85
3357,10
3358,10
3359,10
3360,10
3361,10
3362,10
3363,17
3364,17
3365,17
3367,15
3368,22
3369,15
3370,22
3371,22
3372,15
3373,22
3375,22
3377,22
3379,22
3380,22
3382,22
3384,15
3385,22
3386,15
3401,66
3402,66
3403,66
3404,66
3405,66
3406,66
3407,66
3408,66
3409,66
3424,3
3425,3
3426,3
3427,3
3428,3
3429,3
3430,3
3431,3
3432,3
3433,3
3435,3
3440,3
3443,3
3444,3
3445,3
3446,188
3447,188
3448,188
3449,188
3450,188
3452,15
3453,15
3454,15
3455,15
3456,15
3457,15
3458,15
3459,63
3460,63
3461,63
3462,63
3463,63
3464,63
3465,63
3466,63
3481,17
3482,17
3483,17
3484,17
3485,17
3486,17
3487,17
3488,12
3489,12
3490,12
3491,12
3492,12
3493,12
3494,12
3495,12
3496,12
3497,12
3498,12
3499,12
3514,12
3515,12
3516,12
3517,12
3518,12
3519,12
3520,12
3521,12
3522,12
3532,76
3533,76
3534,76
3535,76
3536,76
3537,76
3538,76
3539,76
3540,76
3551,12
3552,12
3553,12
3554,12
3556,15
3557,15
3558,15
3559,15
3560,15
3561,15
3562,15
3563,15
3564,15
3565,15
3566,15
3567,15
3568,15
3569,15
3570,15
3571,15
3572,15
3573,15
3574,15
3575,15
3579,85
3580,85
3581,85
3582,85
3583,85
3584,85
3585,85
3586,2
3587,2
3588,2
3589,2
3590,2
3591,166
3592,89
3593,89
3594,89
3595,12
3596,12
3597,12
3598,17
3602,66
3603,66
3604,66
3605,66
3606,66
3607,66
3608,66
3609,66
3610,42
3626,25
3627,17
3628,17
3629,17
3630,17
3631,17
3638,12
3645,12
3646,12
3647,12
3648,12
3649,12
3650,12
3651,12
3652,12
3653,12
3654,12
3655,12
3656,12
3657,12
3658,12
3659,12
3660,12
3661,12
3662,12
3663,12
3664,85
3665,85
3666,85
3667,85
3668,85
3669,85
3670,85
3671,85
3672,85
3679,12
3680,12
3681,12
3682,12
3683,12
3684,12
3685,12
3686,12
3687,12
3688,12
3689,12
3690,12
3691,12
3692,12
3693,12
3694,12
3695,12
3696,12
3697,12
3698,12
3699,12
3700,12
3701,12
3702,12
3703,12
3704,12
3705,12
3707,17
3708,17
3709,3
3710,3
3711,3
3727,31
3728,15
3729,15
3747,1
3748,1
3749,12
3750,12
3751,12
3752,12
3753,12
3754,12
3755,12
3756,12
3758,12
3759,12
3760,12
3780,17
3781,17
3782,17
3783,17
3784,17
3785,17
3786,17
3787,17
3788,17
3789,17
3790,17
3810,12
3811,12
3812,12
3813,12
3814,12
3815,12
3816,12
3817,12
3818,12
3819,12
3820,12
3821,12
3822,12
3823,12
3832,17
3833,12
3834,12
3835,12
3836,12
3837,12
3838,12
3839,12
3840,12
3842,3
3847,17
3848,17
3849,17
3850,17
3851,17
3852,17
3853,17
3876,66
3880,17
3881,17
3882,17
3883,17
3884,17
3885,17
3895,118
3896,118
3897,118
3898,118
3899,118
3902,17
3903,17
3904,17
3905,17
3906,17
3908,17
3909,17
3910,17
3911,17
3912,17
3913,17
3914,17
3915,17
3916,17
3917,17
3918,17
3919,17
3920,17
3921,17
3922,15
3941,85
3942,85
3943,85
3944,85
3945,85
3946,85
3947,85
3948,85
3961,111
3962,111
3963,111
3964,111
3965,111
3966,111
3967,111
3968,111
3969,111
3970,111
3971,111
3972,111
3973,85
3974,85
3975,85
3976,85
3977,85
3978,85
3979,85
3980,85
3981,85
3982,85
3983,85
3984,85
3985,85
3986,85
3987,85
3988,85
3989,85
3990,85
4000,12
4001,12
4002,12
4003,12
4004,12
4005,12
4006,32
4007,32
4008,32
4009,32
4010,1
4011,1
4012,1
4013,17
4014,17
4015,17
4016,17
4017,17
4018,4
4019,109
4020,109
4021,109
4022,109
4023,109
4024,109
4025,109
4026,109
4027,109
4028,109
4029,109
4030,109
4031,109
4032,109
4033,109
4034,109
4035,109
4036,109
4037,103
4038,89
4039,89
4040,89
4041,89
4042,89
4043,89
4044,89
4045,89
4054,1
4055,1
4056,1
4065,97
4066,33
4067,33
4068,33
4069,33
4070,46
4071,46
4072,46
4073,46
4074,46
4075,46
4076,46
4077,46
4078,46
4079,46
4080,46
4081,46
4082,12
4083,58
4084,58
4085,58
4086,58
4087,58
4088,58
4089,58
4090,58
4104,12
4105,12
4106,12
4107,12
4108,12
4109,12
4110,12
4111,12
4112,12
4113,12
4114,12
4116,12
4117,12
4118,12
4119,12
4151,4
4154,4
4155,12
4156,12
4157,12
4158,12
4159,12
4160,12
4161,12
4162,12
4164,1
4192,12
4193,12
4194,12
4195,12
4196,12
4197,12
4198,12
4199,12
4200,12
4201,12
4202,12
4243,12
4244,12
4245,12
4246,12
4249,12
4250,12
4252,12
4254,12
4255,12
4257,12
4259,1
4260,1
4261,1
4262,1
4263,25
4264,25
4265,25
4266,25
4267,25
4268,25
4269,25
4270,25
4271,25
4272,25
4273,25
4274,25
4275,25
4276,25
4277,1
4284,12
4285,12
4330,12
4331,12
4332,12
4333,12
4334,12
4335,12
4336,12
4344,12
4345,12
4346,12
4347,12
4348,12
4349,12
4350,12
4363,12
4364,12
4365,12
4366,12
4367,12
4368,12
4369,12
4370,12
4371,12
4372,12
4373,12
4374,12
4381,66
4382,66
4383,66
4384,66
4385,66
4386,66
4387,66
4388,66
4389,66
4399,12
4400,12
4401,12
4402,12
4403,12
4404,12
4405,12
4406,12
4407,12
4408,12
4409,12
4410,12
4411,25
4412,25
4413,25
4414,25
4415,25
4416,25
4417,25
4418,25
4419,25
4420,25
4421,25
4422,25
4423,25
4424,25
4425,25
4426,25
4427,25
4428,25
4429,25
4430,89
4431,89
4432,89
4433,89
4434,89
4435,89
4436,89
4437,89
4438,89
4439,47
4440,47
4441,47
4442,166
4443,12
4444,17
4445,17
4446,17
4447,17
4449,17
4450,17
4451,17
4452,17
4453,17
4454,17
4455,17
4470,166
4472,47
4473,47
4494,12
4495,12
4496,12
4497,12
4498,12
4499,12
4500,58
4501,58
4502,58
4503,58
4507,77
4508,77
4509,77
4510,77
4511,77
4513,47
4514,22
4515,12
4517,2
4518,12
4519,15
4520,15
4521,15
4522,15
4523,12
4536,3
4537,3
4538,3
4539,3
4540,3
4541,12
4542,12
4543,12
4544,12
4599,25
4600,25
4601,25
4602,25
4603,25
4604,25
4605,25
4606,25
4607,25
4682,21
4683,21
4684,21
4685,21
4686,21
4687,21
4688,21
4691,15
4692,15
4693,15
4694,15
4695,15
4696,15
4697,15
4698,15
4699,15
4700,15
4701,15
4702,15
4707,15
4708,15
4709,58
4712,58
4713,58
4736,15
4737,137
4738,137
4739,137
4740,137
4741,137
4742,137
4743,137
4744,137
4745,137
4746,137
4747,137
4748,137
4749,137
4750,137
4753,1
4754,1
4755,1
4756,1
4757,1
4758,1
4759,12
4760,66
4761,66
4762,66
4763,12
4764,66
4765,12
4766,12
4767,66
4768,12
4769,66
4770,66
4771,66
4772,66
4773,66
4774,66
4775,66
4776,12
4777,12
4778,12
4779,12
4780,12
4781,12
4782,12
4783,12
4784,12
4785,12
4786,12
4787,12
4788,12
4790,12
4791,12
4792,12
4793,12
4794,12
4795,12
4796,12
4797,12
4798,12
4799,12
4800,12
4801,12
4802,12
4803,12
4804,12
4828,12
4829,12
4830,12
4835,12
4836,12
4837,12
4838,12
4840,12
4841,12
4846,102
4847,102
4848,102
4849,102
4850,5
4851,5
4991,17
5009,8
5011,8
5012,8
5013,8
5014,8
5015,8
5016,8
5017,8
5018,8
5019,8
5020,8
5021,8
5022,8
5023,8
5024,8
5026,8
5027,8
5028,8
5029,8
5030,8
5031,8
5032,8
5033,8
5034,8
5035,8
5036,8
5037,8
5038,8
5040,8
5041,8
5042,8
5043,8
5044,8
5045,12
5047,17
5048,17
5049,17
5050,17
5051,17
5052,17
5053,17
5054,17
5055,17
5056,17
5057,17
5058,17
5059,17
5060,12
5061,12
5062,12
5063,12
5064,12
5065,12
5078,12
5079,12
5087,66
5088,66
5089,66
5090,66
5091,66
5092,66
5095,76
5098,12
5099,12
5100,12
5101,12
5102,12
5103,12
5104,12
5106,4
5107,4
5119,4
5120,4
5133,15
5140,17
5141,17
5142,17
5143,17
5144,17
5147,66
5148,66
5149,66
5151,66
5152,66
5153,66
5156,17
5157,17
5158,17
5159,17
5160,12
5161,12
5162,12
5163,12
5164,12
5165,12
5166,12
5167,12
5169,17
5170,17
5171,17
5175,10
5176,10
5177,10
5178,10
5179,10
5180,10
5181,10
5182,10
5183,10
5184,10
5186,10
5187,10
5188,10
5189,10
5190,10
5191,10
5192,10
5193,10
5194,10
5195,10
5196,10
5219,12
5220,12
5221,12
5222,12
5223,12
5224,12
5226,12
5227,12
5264,21
5265,21
5266,21
5267,21
5268,21
5269,21
5270,21
5271,12
5272,12
5273,12
5274,12
5275,12
5276,12
5277,12
5278,12
5279,12
5280,12
5281,12
5283,12
5284,12
5285,12
5286,12
5287,12
5288,12
5289,12
5319,42
5320,42
5321,42
5325,42
5337,185
5340,185
5341,185
5342,185
5343,185
5344,185
5345,185
5346,185
5348,185
5354,185
5370,185
5371,185
5375,17
5376,17
5377,17
5378,17
5379,17
5380,17
5381,17
5399,58
5440,185
5474,27
5477,27
5481,27
5510,27
5513,27
5517,27
5521,224
5531,224
5533,224
5534,224
5535,224
5562,27
5566,27
5567,27
5569,27
5570,27
5571,27
5572,27
5573,27
5574,27
5576,27
5577,27
5600,27
5601,27
5879,94
5936,103
5939,103
5940,103
5955,97
5986,12
5987,12
5988,12
5989,12
5990,12
5991,12
5992,12
5993,12
6274,71
6275,71
6276,71
6404,33
6405,33
6406,33
6407,33
6408,33
6439,21
6440,21
6442,21
6443,21
6448,21
6449,21
6460,17
6461,17
6463,17
6464,17
6465,17
6466,17
6467,17
6517,12
6519,12
6520,12
6522,12
6523,20
6524,66
6525,66
6527,66
6528,66
6529,66
6530,66
6532,66
6533,66
6534,66
6536,66
6537,66
6584,20
6585,20
6586,20
6587,20
6589,20
6590,20
6592,20
6593,66
6595,66
6596,66
6597,66
6598,66
6599,66
6600,66
6602,66
6603,21
6604,21
6605,21
6606,21
6607,21
6608,21
6609,21
6610,21
6611,21
6627,45
6629,45
6630,45
6631,45
6632,45
6633,45
6635,45
6636,38
6637,97
6638,97
6639,97
6640,97
6641,97
6654,15
6655,15
6656,15
6657,15
6658,15
6660,15
6661,15
6662,15
6663,15
6664,15
6666,15
6667,1
6669,58
6670,58
6671,58
6672,58
6673,58
6733,42
6752,15
6753,15
6754,15
6755,15
6756,15
6757,15
6758,15
6759,15
6760,15
6761,15
6762,17
6763,15
6764,15
6765,15
6766,15
6767,15
6768,15
6769,15
6770,15
6771,15
6772,15
6773,15
6774,15
6775,15
6776,101
6777,101
6778,101
6779,17
6780,17
6781,17
6782,17
6783,17
6784,17
6785,17
6786,17
6787,17
6788,12
6789,76
6790,76
6791,76
6792,76
6793,76
6795,76
6796,76
6797,15
6798,15
6799,15
6800,15
6801,15
6802,2
6803,2
6828,58
6829,58
6830,58
6831,58
6832,58
6833,58
6834,58
6835,58
6839,66
6840,66
6841,66
6843,66
6846,66
6848,66
6849,58
6850,58
6851,58
6854,17
6855,17
6856,17
6857,33
6858,33
6859,33
6860,33
6963,4
6964,4
6965,4
6966,4
6967,4
6968,4
7011,15
7012,15
7013,15
7014,15
7015,15
7016,15
7020,15
7021,15
7022,15
7023,15
7044,15
7045,15
7063,25
7064,25
7065,25
7066,25
7067,25
7068,25
7069,25
7070,25
7071,25
7073,25
7074,25
7075,25
7110,25
7121,17
7122,17
7123,17
7124,17
7132,66
7160,12
7169,49
7170,49
7171,49
7192,66
7193,66
7194,66
7195,66
7196,64
7197,64
7198,64
7199,64
7200,64
7201,64
7202,64
7203,64
7204,64
7205,64
7208,12
7209,12
7210,12
7211,12
7212,12
7213,12
7326,38
7327,38
7328,38
7329,38
7330,38
7331,38
7332,38
7333,38
7334,38
7336,38
7337,38
7338,38
7339,38
7340,38
7341,38
7342,38
7344,38
7345,38
7346,38
7347,38
7348,38
7349,38
7394,38
7395,38
7396,38
7397,38
7398,38
7399,38
7401,38
7402,38
7403,38
7404,38
7405,38
7406,38
7407,38
7422,38
7423,38
7424,38
7425,38
7426,38
7427,38
7428,38
7429,38
7430,38
7439,38
7449,12
7450,12
7451,12
7452,12
7453,12
7454,12
7455,12
7456,12
7457,12
7458,12
7459,12
7460,12
7461,12
7481,21
7482,21
7483,21
7484,21
7485,21
7487,21
7488,21
7489,21
7490,21
7491,21
7492,21
7493,89
7494,89
7495,89
7496,89
7497,89
7498,89
7499,89
7500,89
7501,89
7502,89
7503,89
7526,10
7527,10
7528,10
7529,10
7538,38
7541,15
7542,15
7543,15
7544,15
7545,15
7546,15
7659,125
7660,125
7661,125
7662,125
7663,125
7664,125
7665,125
7666,125
7667,125
7668,125
7669,125
7670,125
7671,125
7672,125
7673,125
7674,125
7757,38
7758,38
7759,38
7760,38
7761,38
7762,15
7763,15
7764,15
7766,15
7767,15
7768,15
7784,25
7785,25
7786,25
7787,25
7837,25
7838,25
7839,25
7840,25
7841,25
7842,25
7843,25
7844,25
7845,25
7846,25
7847,25
7848,25
7849,25
7850,25
7851,25
7852,25
7853,25
7864,25
7865,25
7866,25
7867,25
7868,25
7869,25
7870,25
7871,25
7872,25
7873,25
7874,25
7875,25
7876,25
7891,25
7892,25
7893,25
7894,25
7895,25
7896,25
7897,25
7898,25
7899,25
7900,25
7901,25
7902,25
7927,15
