track_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
194,-236,177,-37.6,26,4.48,-1.26,-1.68,-7.31,-3.09,-8.07,-8.64,-6.34,-7.52,-5.85,-3.87,-7.84,-7.81,-6.29,-5.26,-4.74
195,-290,183,-40.1,6.38,3.38,-3.14,-9.63,-4.58,-7.75,-6.14,3.67,-6.67,0.782,-1.11,-4.92,-2.64,-4.97,0.138,0.432,-3.15
196,-310,219,-25.5,-19.6,29.4,1.53,-9.54,-0.385,-11.2,-14.6,-7.15,-10.2,-8.03,-4.83,-11.3,-11.4,-7.92,-8.72,-7.76,-6.57
197,-362,141,9.49,7.83,9.83,-1.15,-3.77,-6.09,-6.03,-6.72,-6.76,-5.62,-6.11,-6.68,-4.77,-4.24,-8.59,-10.3,-7.12,-6.2
198,-186,172,-45.7,29.7,2.73,-4.39,-7.16,-10.8,-5.99,-6.82,-7.03,-5.68,-12,-12.4,-5.24,-4.5,-6.33,-6.03,-5.45,-5.35
199,-318,160,10.5,1.57,9.93,11.2,-5.35,15.7,5.12,3.75,12.7,-0.685,5.8,2.97,-0.267,1.51,2.57,2.6,0.686,-0.227
200,-187,147,-39.1,24.6,9.53,-3.75,-3.44,-4.85,-5.76,-4.28,-7.08,-7.07,-9.02,-8.6,-2.84,-5.91,-9.07,-4.64,-5.81,-2.77
201,-206,158,-49.7,23.1,-4.03,0.491,-10.5,2.26,-11.8,-7.34,-1.61,-11.6,-1.51,-6.04,-5.38,-7.22,-6.93,-9.5,-5.24,-3.8
202,-277,199,-27.4,-7.27,28.6,-4.27,-10.7,-2.19,-10.3,-10.8,-4.49,-8.8,-8.61,-6.91,-11,-8.18,-4.96,-5.65,-4.84,-4.2
203,-276,133,0.224,14.8,-6.01,-5.08,-18.6,-13,-13.9,-13.3,-16,-10.1,-12,-14,-6.44,-1.63,0.564,2.75,0.124,1.47
204,-181,159,-14,19.9,-4.69,16.5,-9.62,-4.91,-11.8,-8.32,-11,-4.6,-8.6,-6.08,-3.75,-11.2,-5.96,0.503,-9.14,0.0524
205,-278,182,-31.4,4.96,25.3,0.0453,-9.89,-1.8,-2.46,-14.3,-6.59,-8.48,-11.8,-5.6,-9.46,-10.3,-8.32,-10.4,-9.64,-7.77
206,-305,222,-23.5,-22.8,34.3,5.92,-11.1,-0.449,-8.69,-15.5,-8.18,-6.8,-8.47,-5.38,-6.31,-8.25,-6.15,-7.06,-7.77,-4.6
207,-382,137,16.2,9.17,9.43,-1.77,-2.8,-2.45,-2.99,-5.3,-5.61,-2.9,-2.09,-3.34,-3.76,-5.79,-8.87,-7.4,-4.65,-5.85
208,-179,176,-49.2,28.3,4.02,-1.65,-0.632,-8.44,-3.11,-6.6,-6.94,-5.91,-9.48,-9.76,-4.7,-4.1,-6.25,-4.13,-3.57,-3.63
209,-262,175,-22.6,4.39,-5.88,-4.93,-6.58,-17.9,-6.55,-6.1,-14.1,-5.92,-3.47,-7.51,-1.53,-2.66,-3.85,-4.12,-2.88,-1.16
210,-188,157,-32.6,16.2,-0.252,2.89,-8.68,-7.97,-5.2,-6.12,-9.03,-7.15,-8.26,-6.27,-3.95,-8.82,-8.62,-3.94,-5.6,-1.13
211,-195,153,-22.9,12.7,-6.5,-3.66,-12.3,-10.2,-10.6,-12.1,-19.9,-11,-9.66,-10.2,-6.07,-9.14,-9.61,-2.07,-5.65,-1.9
212,-192,147,-13.9,38.9,-15.1,18.4,-5.41,-4.74,5.96,-12.5,-2.63,-10.1,1.08,-4.29,-0.949,-2.99,-3.44,0.976,1.43,-0.517
213,-226,159,4.84,23.7,3.46,9.16,-9.2,-2.74,-1.58,2.18,-3.46,-4.68,-6.59,-4.6,-4.98,-6.67,-11.1,-8.38,-3,-0.962
226,-80.9,153,-21.1,36.7,-6.24,20.1,-9.64,18.7,1.15,17,1.21,7.68,-4.14,2.35,-2.72,6.81,-0.096,4.17,-2.44,4.02
228,-71.3,159,-38,40.9,2.33,24.4,-8.84,9.77,-4.59,13.2,2.55,4.64,-6.36,-0.625,-2.82,2.44,-1.22,2.23,-1.74,1.86
236,-190,135,8.92,36.3,6.14,14,1.61,3.32,1.51,2.96,0.289,1.63,0.0894,1.69,0.0172,0.0637,-1.19,-0.962,-1.32,-3.17
237,-173,145,-49.7,18.4,11,10.7,0.653,4.97,-7.93,-2.7,-5.04,-9.01,-8.45,-3.96,-4.93,-3.47,-0.466,0.728,-0.882,-0.818
238,-221,161,-54.1,11.7,21.6,4.19,5.41,2.97,-7.65,1.3,-3.51,-8.37,-3.68,-2.08,-4.34,-4.25,-2.84,-2.02,-0.2,3
247,-198,183,-33.4,22.5,0.17,-3.5,0.47,-5.45,-3.58,-8.49,0.0353,-0.856,-2.41,-1.38,-3.21,-3.46,-3.92,-3.63,-2.64,-2.7
249,-245,217,-15,20.4,14.7,7.01,5.8,-0.0406,-1.84,-2.76,-0.293,-1.2,-1.43,-2.46,-1.8,-3.02,-3.27,-1.89,-2.28,-2.21
252,-215,180,-26.4,28.9,10.1,8.92,0.936,-2.1,-3.74,-5.89,-3.79,-5.41,-5.4,-9.98,-11,-7.1,-4.52,-6.62,-5.33,-5.51
255,-240,197,-11,11.8,-1.18,-2.44,6.36,-2.13,-1.09,-3.75,-4.12,-1.45,1.21,-2.78,-2.92,-1.01,-3.33,-0.59,-1.66,-4.41
256,-69,160,-52.4,26.5,8.45,15.5,-11.1,11.6,-5.04,10.7,-0.00245,3.65,-0.808,4.59,2.04,3.72,-0.922,2.26,-1.8,-2.05
257,-103,163,-61.6,30.1,-2.1,22.4,-15.7,18.8,-8.77,13.5,-2.29,5.28,0.277,1.67,5.49,-2.69,5.01,-4.68,2.91,-8.65
258,-128,160,-51.1,31.6,3.37,19.8,-11,14.1,-4.9,9.81,0.4,3.46,2.14,1.31,5.77,-3.12,3.5,-2.02,1.82,-5.28
303,-252,153,-0.228,27.7,0.0704,23.6,-3.09,-1.98,2.96,-3.81,2.39,-1.71,3.88,-1.59,1.84,-0.0116,-1.02,-0.129,-2.8,-1.19
304,-331,162,33.2,39.5,39.3,14.4,17.1,7.17,7.93,6.24,-0.469,-2.39,1.69,2.92,-1.27,2.1,2.79,0.959,-0.129,3.11
305,-340,149,50.3,29.4,36.4,21.1,13.6,15.2,5.09,0.914,8.4,6.67,-0.135,1.91,4.44,1.37,-0.025,1.46,1.42,0.309
306,-235,172,1.07,38.9,0.987,12.4,-10,7.93,1.62,-5.15,-1.24,-4.53,0.938,-6.44,-2.02,-4.91,-4.27,-1.27,-4.93,-2.35
307,-223,137,41.8,-0.474,9.03,18.2,24.6,-0.436,-1.75,7.27,1.19,4.51,-0.0678,6.06,-1.88,0.488,-5.42,3.25,-2.84,1.96
308,-370,159,58.1,27.5,27.7,14.6,10.1,6.18,9.11,7.46,7.63,6.05,3.11,0.105,0.273,2.07,2.02,3.29,2.18,2.68
309,-325,174,30.2,5.6,18.5,13.3,14.7,22.2,15,8.52,9.42,5.14,5.36,7.32,5.42,5.05,3.1,0.75,-0.107,-1.16
310,-237,158,-16.6,18.5,5.69,14.4,0.0253,11.9,0.0789,6.4,2.97,0.146,4.38,0.326,2.55,1.16,1.23,-2.23,-1.01,-2.26
311,-403,101,36.8,18.3,10.3,5.17,12.4,8.89,17.1,5.07,4.67,4.51,0.359,3.55,2.47,3.92,0.307,-2.81,-1.82,-1.69
312,-234,185,9.39,9.29,4.72,-4.76,-2.55,-3.56,-2.81,-1.11,0.704,0.699,3.2,1.4,-1.47,-2.05,-2.6,-2.22,-1.67,-1.01
313,-284,150,24.3,13.7,15.1,14.8,4.12,-5.1,6.33,0.088,-2.86,2.78,-0.298,1.17,0.0109,-2.32,-4.9,-1.92,-4.84,-2.3
314,-216,140,29.6,25.3,-25.3,19.9,0.757,0.0219,18.9,-6.14,8.27,5.74,-3.29,9.24,-0.148,5.3,6.32,-2.82,2.57,2.23
315,-309,166,-2.11,18.5,14.7,17.1,1.18,18.4,5.9,-1.4,18.6,3.31,5.22,6.41,-0.799,-2.71,0.694,2.43,1.66,3.43
316,-366,171,-2.25,29.3,27.6,15.5,14.2,-4.54,6.66,8.77,8.62,5.33,2.06,2.58,0.789,2.26,6.05,4.19,-0.349,2.11
317,-195,185,-19.7,0.672,11.1,6.2,-4.82,19.4,-0.246,4.41,7.3,-0.824,2.67,1.6,4.21,4.03,4.05,1.08,2.17,-4.72
318,-258,116,-27.1,5.25,13.3,10.1,18.5,5.29,9.86,8.34,1.15,1.54,-4.33,-0.387,-5.1,2.17,-4.05,-2.52,-4.82,-2.03
319,-343,183,56.3,19.1,13.8,16.6,11.2,2.44,8.63,6.95,-0.319,4.09,1.85,2.3,-2.15,1.85,-0.422,4.53,2.46,4.28
320,-309,154,41.9,29.5,-3.83,27.4,2.43,2.66,11,0.636,5.2,-0.83,5.1,-0.0864,0.783,-0.137,-2.24,-0.889,-3.98,-1.64
321,-216,181,-12.2,17.8,26.4,7.85,3.78,7.94,1.74,4.96,2.32,-2.03,5.6,1.78,1.39,-0.117,-0.419,1.37,0.756,0.172
322,-319,185,8.35,3.94,22.1,14.9,8.25,12.4,7.84,2.15,6.13,7.41,5,3.06,-3.12,0.577,3.18,3.83,0.661,-0.867
323,-276,210,6.54,-5.9,-3.27,-15.1,-4.8,-2.61,7.57,6.49,4.88,9.95,8.41,5.21,-2.95,-2.27,-4.07,-4.08,-5.29,-1.3
324,-249,170,-14.8,18.5,19.1,10.2,5.19,2.83,0.0806,-1.6,-5.39,2.39,1.48,0.285,-1.55,0.183,-2.56,-2.77,-0.279,-1.42
325,-355,171,-1.1,14.1,13.1,2.24,9.43,0.0427,7.18,2.05,3.22,2.29,1.88,3.01,2.65,2.46,0.528,2.14,-1.02,-0.431
326,-211,157,-31.5,6.05,-5.88,11.6,-5.98,-0.0872,1.57,1.23,-1.99,1.33,1.52,1.76,0.171,1.48,-1.65,-0.769,-0.349,-0.143
327,-291,171,21.2,17.4,28.7,12.1,16,6.61,4.27,5.3,4.25,4.42,-1.16,1.56,1.37,0.756,-2.12,1.67,0.904,-0.00252
328,-305,149,8.06,50.7,19.8,24.3,9.32,10.1,4.86,-3.26,13.5,-3.27,-0.746,3.52,-1.48,-3.13,-2.47,0.224,-2.15,1.31
331,-277,175,52.1,16,8.28,2.54,4.86,8.11,11.5,12.7,12,10.3,6.4,2.53,0.243,-0.684,0.0384,1.1,1.89,1.84
332,-290,164,7.93,16.2,-2.32,-4.18,-3.09,-5.72,-2.06,-6.33,-3.43,0.474,-3.06,-6.12,2.91,2.6,-7.5,-2.82,2.12,-6.23
333,-360,130,-7.42,18.9,9.42,-0.13,4.35,-7.58,2.41,-2.25,-0.871,1.88,0.216,0.765,1.74,0.485,-2.39,0.525,-0.106,-2.39
334,-255,197,-42,5.54,26.8,0.603,6.52,-2.09,7.45,6.74,-5.09,-2.46,-0.561,2.08,-4.24,-2.67,-5.87,-1.56,-4.21,-0.88
335,-324,140,11.8,32.4,15,20.9,11,6.55,6.33,0.34,-0.241,-2.22,5.8,10.8,7.35,0.533,-5.43,-4.73,-3.6,-4.83
336,-282,177,46.9,34.7,16.8,30.8,6.48,-2.68,5.38,3.5,-0.497,-1.02,2.08,2.95,-2.79,0.339,-0.987,2.72,-2.06,1.97
337,-220,151,-0.338,34.6,2.5,21.1,-14.3,7.29,1.72,2.43,6.87,-1.36,7.25,-0.158,2.97,-0.304,-0.43,-1.45,-1.85,-1.25
338,-359,163,17,16.9,13.1,2.55,3.17,-5.78,0.352,1.53,0.395,-3.95,-3.2,-1.53,1.77,3.54,2.26,5.27,4.1,3.51
339,-333,157,-31.6,29.6,14.7,8.93,4.35,-12.3,1.36,-0.95,-6.08,-2.62,0.949,-1.17,-5,-3.65,1.19,-1.22,-5.41,-3.57
340,-404,172,26,19,12.8,23.8,-3.62,10.7,10.1,5.92,-1.68,-5.24,4.71,0.847,1.96,-3.74,0.0985,1.26,0.515,0.149
341,-329,179,8.32,15.2,5.63,-3.37,5.28,1.16,6.32,1.06,-3.17,-5.03,-2.5,-1.04,0.307,4.97,5.62,1.55,-1.22,-0.79
342,-213,123,-10.9,58,-6.18,35.3,0.0627,11,4.78,7.92,6.53,2.18,7.57,-2.5,2.62,-0.548,0.658,0.313,-2.63,1.61
343,-360,132,21.1,34.5,0.798,24.9,23.5,-3.12,-1.15,-3.46,0.0176,3.1,-1.42,0.331,-0.402,-2.8,0.34,1.71,-5.27,-5.76
344,-288,173,-3.37,21.2,11,11.9,6.51,-6.76,4.6,-0.105,-2.93,-0.0694,2.89,-0.165,0.088,3.17,0.207,-2.69,-1.05,-0.784
345,-273,201,24,4.05,20.9,9.21,9.11,11.4,8.78,5.8,1.62,1.49,2.91,2.23,1.38,1.17,1.93,2.14,0.272,-1.98
346,-376,135,53.3,27.7,25.3,17.9,17,8.51,4.83,2.92,7.23,8.37,9.25,8.83,4.21,2.12,4.73,6.25,3.13,3.34
347,-233,171,-8.11,14.5,23.7,13,15.2,8,8.26,9.85,5.63,5.38,3.5,2.24,3.08,2.9,5.52,5.35,2.7,0.238
348,-283,110,-38,36.1,25.7,17.4,12.2,13.3,14.6,8.27,7.68,8.83,5.89,4.49,3.81,3.55,1.85,1.57,2.92,1.67
350,-204,198,-3.85,11.1,15.1,7.04,-6.87,6.77,0.794,4.9,-2.46,-7.85,8.69,2.88,-0.571,-0.326,0.349,-0.535,-1.44,1.06
351,-351,166,44.6,24.2,17.3,24.1,12.6,9.56,15.5,5.49,2.77,1.49,2.97,2.49,4.67,0.386,-0.916,1.42,-1.94,-1.97
352,-246,159,-22.5,13.8,18.1,-0.772,12.4,3.54,7.52,6.39,0.527,2.75,-0.11,2.32,0.41,1.93,0.731,1.27,-0.648,-0.736
353,-306,150,11.7,8.41,11.3,-2.53,7.02,0.757,7.07,9.96,4.6,6.15,2.38,1.13,-4.14,-2.38,-3.87,-0.201,3.72,6.93
354,-364,146,-4.05,15.3,12.4,18.1,12.7,9.85,2.8,-1.09,-0.144,0.396,4.87,3.08,2.73,-1.74,-1.88,-1.14,-1.07,-0.263
355,-396,210,-13.5,-0.588,14.9,2.99,0.7,-2.52,-2.94,-4.63,-4.95,-4.35,-1.6,-2.18,-2.13,-5.29,-7.97,-4.02,-0.415,-0.395
356,-258,150,-6.31,10.6,19.3,12.9,16.8,13.5,14.6,13.4,9.9,7.05,2.5,2.52,3.28,4.5,6.6,3.48,3.46,4.13
359,-319,179,27,-1.57,25.3,14.3,2.76,3.9,6.02,2.05,0.627,3.73,1.13,0.553,0.936,4.39,-1.03,-1.45,-2.72,-1.13
361,-303,174,-4.3,16.2,18.7,-2.51,2.04,-4.19,0.397,-3.04,-4.28,-4.86,-3.19,-4.08,-5.21,-2.56,-3.02,-2.09,-2.59,-1.05
362,-246,104,-31.2,54.2,-9.23,25,-5.01,10.8,-5.96,7.05,-0.893,5.01,0.858,-0.00945,-1.92,-2.18,-1.65,0.33,-1.26,-2.25
363,-366,131,20.6,31.3,15,10.1,10.7,-1.35,1.89,3.67,4.85,3.2,2.82,2.49,-0.509,-0.0125,1.46,-0.0238,-1.64,-1.87
364,-293,184,12.8,23.6,9.75,1.86,4.29,-5.21,2.93,2.45,0.0919,-0.973,-1.42,-0.535,-0.0409,0.208,1.76,2.73,2.16,2.61
365,-200,186,-16.2,-0.128,-15.7,4.13,-9.5,7.69,-3.67,-1.22,-0.639,-3.77,-2.3,-1.37,1.72,-6.08,-5.07,-6.02,-5.45,-7.06
366,-323,159,11.7,33,17.2,14.9,18.3,3.4,7.53,3.62,0.453,-0.94,0.731,0.287,0.515,2.66,0.699,-0.904,-0.992,0.135
367,-270,167,-48.2,4.39,21.6,4.49,12.7,11.1,6.74,3.77,5.16,5.56,7.45,5.35,3.59,0.539,-0.108,0.667,0.929,1.45
368,-311,142,22.4,53.3,-5.39,37.5,7.5,3.64,9.86,4.61,6.39,-2.07,8.73,3.76,4.94,2.1,1.91,0.974,-2.15,0.251
369,-267,159,19.9,22.4,26.2,18.2,14.8,7.63,8.74,9.7,5.63,3.57,4.05,1.9,1.46,3.58,1.24,-1.37,-0.308,-1.15
370,-292,182,0.446,27.7,18.4,6.29,13.4,8.58,4.28,7.15,12,4.99,4.6,0.03,-3.71,-0.537,0.729,1.88,2.16,0.227
384,-154,154,-17.7,47.5,-2.32,16.4,-4.07,3.84,1.05,-3.7,-0.882,-4.14,-1.16,-1.79,-1.64,-1.46,-2.02,-3.21,-4.23,-4.05
386,-166,155,-17.4,32.3,0.142,17.4,-2.14,-0.307,0.963,2.45,-0.805,-2.25,0.979,-0.501,-3.18,0.145,-3.56,1.25,-3.93,-2.58
387,-199,129,-1.23,30.4,1.66,14.3,-0.464,6.53,-3.88,3.33,-1.45,-2.77,-1.66,-1.14,-2.33,1.28,-3.25,2.44,-1.42,2.45
394,140,82.6,-30.8,10.6,1.07,9.56,-0.933,4.02,2,7.34,3.16,3.26,0.726,2.32,0.58,-0.402,-0.898,0.196,0.581,-0.0872
395,98.2,122,-51,25.2,-6.7,16.7,-4.4,7.93,-3.52,9.85,0.866,6.78,0.981,5.4,0.241,-0.761,-2.07,0.194,1.17,-0.754
396,-222,185,-21.6,23.5,2,2.32,6.35,-0.203,0.00468,0.416,0.0161,1.3,-1.76,0.0898,1.17,-1.32,-1.79,1.48,-0.581,-0.592
397,-305,187,16.3,11.8,18.6,3.28,9.51,8.23,0.218,3.57,4.06,3.39,4.07,2.3,3.5,2.82,-1.46,1.14,2.31,-0.704
398,-146,137,-52.1,14.8,-4.49,13.8,-9.49,11.3,6.06,9.8,-2.33,2.85,-0.609,-0.969,-2.82,-1.84,-2.33,0.27,1.92,0.623
399,-121,143,-35.5,60.7,-13.8,18.3,-3.62,8.94,0.456,2.39,-0.58,2.92,0.126,3.59,1.48,0.076,0.244,0.0475,-0.751,-1.2
400,-286,167,28.9,-3.07,7.23,-2.06,-10.2,-8.39,-7.08,-4.74,-1.4,-2.61,-5.19,-3.37,-1.1,-2.12,-1.4,2.36,2.29,-0.0976
401,-208,171,4.34,21,6.67,1.57,-1.28,0.875,-4.32,1.46,-1.35,-0.962,-1.8,0.504,-2.09,-1.76,-2.92,1.02,-0.511,0.0153
402,-232,198,-38.4,-22.1,-3.65,4.49,0.42,-8.31,-4.6,-1.54,-1.52,-4.61,-4.69,-3.14,-4.08,-1.94,-1.96,-4.73,-4.71,-3.44
403,-165,146,3.83,20.4,3.45,5.99,1.69,-1.78,-3.88,-2.68,-1.71,-1.65,1.52,1.56,-0.664,-0.791,0.304,0.855,2.21,3.17
404,-214,164,-7.49,10.7,6.6,5.99,1.98,4.57,-0.639,2.8,-1.43,0.494,-2.66,-1.21,-3.59,3.63,1.46,5.57,0.566,1.41
405,-224,136,-21.9,39.6,6.03,16.2,8.53,15.1,8.96,7.38,7.18,10.5,5.63,8.26,8.68,6.18,6.94,5.82,4.29,3.89
406,-204,182,0.571,34.4,3.58,16.7,2.17,2.9,-3.3,5.52,-1.24,0.999,-0.304,1.35,-0.521,-0.284,0.359,0.769,-2.39,-0.948
407,-151,133,-10.8,15,0.55,2.52,-2.78,1.98,-2.69,3.75,-4.98,0.762,-2.8,0.384,-7.44,2.2,-3.69,1.1,-3.84,0.529
408,-271,181,22.1,9.05,15.8,5.03,9.18,5.39,0.213,4.13,3.06,3.1,5.08,2.01,2.25,2.28,-1.64,-0.296,1.69,-0.282
410,-175,159,-36.8,50.3,-19,-2.91,-3.73,-1.16,-1.11,-1.47,4.88,-4.87,-1.64,-1.8,0.19,-0.445,0.829,-0.481,1.67,1.48
411,-226,164,-29.4,35.6,-1.9,2.54,14.7,-8.92,6.96,0.142,-4.97,-2.63,-1.96,-1.46,-9.65,-4.96,-5.82,-7.53,-1.7,-1.29
412,-285,148,-36.2,21.4,16.1,0.454,0.883,-2.64,-9.87,-8.88,-3.7,-1.99,-3.82,-1.27,0.195,-2.1,-2.88,-1.33,-0.62,-2.85
414,-263,140,-2.2,12.5,10.4,7.94,-1.87,-1.19,-2.74,-3.51,-2.74,-1.28,-4.57,0.151,0.264,-0.106,-3.26,-0.332,-1.28,-3.27
416,-282,133,-7.75,17.5,20.2,4.04,4.73,5.62,2.41,1.55,3.62,-0.0762,-0.562,-0.209,0.239,1.38,-0.181,1.28,0.392,-1.9
461,-175,142,-26.6,41.3,-4.9,9.85,-0.797,5.84,-4.85,-4.93,1.65,-0.745,-5.27,-1.38,-2.55,-0.0432,-4.38,-0.633,-5.84,-2.67
462,-201,153,-19.5,32.4,-2.11,7.3,3.93,5.29,-1.86,-5.53,0.804,-1.14,-4.34,-2.09,-2.91,0.812,-3.66,-1.84,-4.16,-2.48
463,-212,144,-14.4,27.4,-0.712,8.06,6.98,7.36,-0.733,-6.78,2.75,-1.69,-5.27,-1.25,-2.91,-0.673,-3.04,-1.8,-3.29,-1.17
464,-179,143,-31.6,32.6,-4.44,6.6,2.67,5.62,-5.07,-3.05,0.52,-0.0124,-3.66,-3.38,-3.06,-0.273,-3.06,-0.404,-3.55,-2.71
465,-150,144,-33.1,38.9,-8.13,13.3,0.984,7.29,-5.48,-2.11,-1.21,-0.384,-2.26,0.0185,-4.73,-1.24,-6.14,-1.63,-3.98,-1.33
520,-245,180,-11.2,35.2,6.65,15.2,6.62,0.631,0.44,2.2,-3.61,-2.71,-3.88,-3.93,-6.04,-4.1,-4.53,-5.43,-2.52,-10.1
521,-122,136,-33.3,38.3,1.14,14.3,-12.2,5.65,-7.71,3.8,-8.27,-4.93,-3.51,1.14,-3.24,-5.67,-4.1,-5.36,-4.88,-8.94
522,-169,166,-33.3,51.6,-0.844,5.08,-11.2,-6.04,-5.13,-3.08,-2.76,-6.92,0.625,0.586,-2.33,-3.5,-3.65,-4.59,-1.55,-8.91
523,-208,164,-20.5,46.8,2.28,9.9,-17.1,-2,-11.7,-1.11,-9.51,-11.6,-7.47,-4.98,-1.88,-7.99,-8.85,-12.6,-4.47,-10.7
524,-167,174,-34.4,34.1,-2.98,10.8,-13,3.78,-2.3,-6.06,-5.99,-3.65,1.61,-1.74,-3.08,-3.84,-2.33,-5.7,0.736,-6.68
